content,emoji,comment,current,time,comments_size
['Tui cần 1 bạn kèm giúp tui môn thanh toán trong ngoại thương ạ. Trả công xứng đáng ạaaa '],"['Thích, 1']",[],868,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",0
['Em cần tìm sách dưới đâyyy ạaaaaa '],"['Thích, 4']","['Mình có tổng quan du lịch 15k', 'Nguyễn Duyên c ơi rep ib em ạ', 'Mình có gttkd', 'Mình có ạ', 'Mình có tổng quan', 'Mk có triết nha', 'Theo dõi', 'Bạn nào Tiếng Anh ở mức căn bản muốn học cải thiện,Giao tiếp hay muốn có phương pháp và định hướng tự học IELTS thì follow FB mình nhé', 'Mình có gttkd 25k']",1067,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",9
"['Mình cần tìm giáo trình, tài liệu ôn thi mô LỊCH SỬ ĐẢNG cô Hằng Nga']","['Thích, 1']","['Mình có đầy đủ nha', 'M đầy đủ', 'Mình có tài liệu lsd cô nga nha', 'mình có nhé', 'Mình có LSĐ cô Nga nha']",42128,"Thứ Hai, 26 Tháng 2, 2024 lúc 09:50",5
"['cần tìm nữ ở ghép đường phan tứ. nhà nguyên căn 2pn, 1tr2/1 người, full nội thất, nhà sạch sẽ gọn gàng. 20/3 chuyển vô được ạ. ib mình rep luôn']",[],[],42873,"Chủ Nhật, 25 Tháng 2, 2024 lúc 15:37"
['Dạ em chào anh chị. Cho e hỏi có a/c nào học KTTC 1 thầy Nguyễn Hữu Cường được A hoặc A+ không ạ. Ib chỉ bài tập giúp em chi phí bnh em sẽ gửi ạ'],"['Thích, 2']",[],43215,"Chủ Nhật, 25 Tháng 2, 2024 lúc 11:00"
['sos góc mình có ai biết mang lens k ạ cứu e với e tgia tình nguyện mang lens cận mà mang hoài k đc ạ'],[],[],43778,"Chủ Nhật, 25 Tháng 2, 2024 lúc 07:10"
['Mk cần mua tài liệu của các thầy cô bên dưới ạ'],"['Thích, 2']","['ib mình có cnxh', 'Duyên Đặng còn k ạ', 'mình pass r bạn. cảm ơn bạn', 'Mình có vĩ mô', 'mình có gt vĩ mô', 'Tớ thii xongg paass fx580. Cầnn nhắnn. tinn. cho mìnnh. vs v b s h t y b', 'Mình có gt tin', 'm cs luật và NMKD', 'Ánh Ngọc còn nmkd k ạ', 'Mình có gttkd và luật', 'mình có nhập môn kd, giao tiếp trong kd', 'Cẩm Hà bạn còn nmkd ko ạ?', 'Chi Linh còn ạ', 'mình có luật Kinh doanh nhé', 'Duyên Bùi còn lkd ko ạ', 'Còn nha bạn', 'Ib mình nhé', 'Diễm My còn lkd ko ạ', 'Minh Anh còn nha', 'Mình có giao tiếp, luật, tin nha', 'Mk có full lkd vs cnxh ạ', 'Mình có giao tiếp với nhập môn', 'Mình có sách vĩ mô ạ']",44000,"Thứ bảy, 24 Tháng 2, 2024 lúc 17:58",23
"['Mn có ai học quản trị đa văn hoá thầy Bùi Thanh Huân rồi ib e với ạ, e cảm ơn']","['Thích, 1']",['.'],44751,"Thứ bảy, 24 Tháng 2, 2024 lúc 15:51",1
['Cần mua vĩ mô Mankiw TA ạ'],"['Thích, 1']","['Mình gửi ở đây cho bạn nào cần nhoé', 'Võ Thị Phúc Bạn còn luật kd, cnxh và nhập môn kd ko ạ?', 'Võ Thị Phúc có vĩ mô TA k ạ', 'Võ Thị Phúc còn NMKD kh ạ', 'Tú Chi mình chỉ còn những môn này thôi nhaa', 'Pass tài liệu giá iu thương ạ\n[Hiện mình đang có tài liệu tham khảo các môn gồm bài tập, đề cương, trắc nghiệm, báo cáo=> 25k cho tất cả tài liệu này]', 'CÁC MÔN ĐẠI CƯƠNG\n+PLDC\n+Kinh tế vi mô, vĩ mô\n+Nguyên lý thống kê\n+Quản trị học,...\nCác tài liệu dành cho năm 1 chi tiết nhất\nCÁC MÔN CHUYÊN NGÀNH\n+Kế toán doanh nghiệp\n+Marketing quốc tế\n+Luật thương mại', 'Ai có nhu cầu ib nha', 'Hà Yên có vĩ mô TA k ạ', 'Mình có vĩ mô nha', 'Nguyễn Châu TA hả bạn', 'Sữa Tươi Trân Châu tv ạ']",45080,"Thứ bảy, 24 Tháng 2, 2024 lúc 15:51",12
['Góc pass giáo trình ạ'],[],[],46103,"Thứ bảy, 24 Tháng 2, 2024 lúc 13:11"
"['Mình cần kiếm 1 bạn học hộ t5 tiết 789 ạ, giá cả ib. Mình cần nữ ạ']","['Thích, 1']",['Ib ạ'],47054,"Thứ bảy, 24 Tháng 2, 2024 lúc 11:50",1
['Mình cần mua slide các môn này của các thầy cô này'],"['Thích, 1']","['Mình có slide kdqt tiếng anh + việt và giáo trình cô Loan; giáo trình triết học', 'Khánh Trần aizo pass mãi k hết sách he', 'Phương Thảo bỏ sỉ và lẻ nhaa', 'Th ầy n ày d ạ y đ ỉ n h lắm, còn hay chi a sẻ các phương phá p tự học tiến g Anh cho người mất g ốc hoặc những bạn đang t ự học IELTS nh ưng chưa có định hướng và học mãi khôn g lên b a n d điểm']",47362,"Thứ bảy, 24 Tháng 2, 2024 lúc 11:50",4
['Mik cần tìm giáo trình nhập môn kd. Ai có thì pass cho mik vs ạ'],[],[],48067,"Thứ bảy, 24 Tháng 2, 2024 lúc 11:50"
['Ai pass giáo trình môn Triết của thầy Thành k ạ'],"['Haha, 1']","['em ké với ạ', 'Tô Thiên Nhã k cho:)', 'Phát Hưng', 'M có gt triết nha']",48306,"Thứ bảy, 24 Tháng 2, 2024 lúc 10:20",4
['Mình tìm mua giáo trình Giao tiếp trong Kinh doanh (Tiếng Việt) ạ. \nAc hay bạn nào có thì cmt giúp mình nhé '],[],[],48757,"Thứ bảy, 24 Tháng 2, 2024 lúc 10:20"
['Em cần tìm slide vi mô cô uyên phương ạ'],[],[],49273,"Thứ Sáu, 23 Tháng 2, 2024 lúc 23:32"
['Có ai pass giáo trình:\nGiao tiếp trong kinh doanh\nCnxh (+slide thầy Nguyễn Hồng Cử)\nKhông ạ'],[],[],49947,"Thứ Sáu, 23 Tháng 2, 2024 lúc 23:03"
['mình cần tìm 3q kinh doanh quốc tế (gt + slide) ạ'],[],[],50349,"Thứ Sáu, 23 Tháng 2, 2024 lúc 18:36"
['Có ai pass giáo trình nhập môn kinh doanh không ạ?'],[],[],50793,"Thứ Sáu, 23 Tháng 2, 2024 lúc 15:38"
['góc paas gt ạ\nmình có slide thị trường dctc nua nha'],[],[],51133,"Thứ Sáu, 23 Tháng 2, 2024 lúc 15:09"
['Có ac nào có slide giao tiếp trong kinh doanh của thầy trần niên tuấn k ạ\nCho em xin với'],"['Thích, 1']",[],52387,"Thứ Sáu, 23 Tháng 2, 2024 lúc 13:26"
"['| GÓC TÌM BẠN TRỌ |\n Cần tìm thêm 1 nữ ở ghép (đã có 2 nữ)\n Địa chỉ: 54 Tôn Thất Thiệp (cơm tấm cô Liên - cổng sau ĐHKT)\n      Giá phòng: 2tr5/3ng\n      Tiền nước: 90k/3ng\n      Tiền giặt đồ: 120k/3ng\n      Tiền điện: 3k/chữ \nLịch sự, gọn gàng, sạch sẽ. Có thể chuyển vào đầu tháng 3.']","['Thích, 2']",[],52949,"Thứ Sáu, 23 Tháng 2, 2024 lúc 12:49",0
['Có bạn nào hoặc a/c nào đã từng học hệ đại học vừa học vừa làm ở trường mình chưa cho em xin ít review và hỏi chút đỉnh với ạ '],"['Thích, 1']",[],53585,"Thứ Sáu, 23 Tháng 2, 2024 lúc 12:47"
['Em muốn mua giáo trình CNXH bản 2021 và slide ạ'],"['Thích, 1']","['Ib ạ', 'Ib', 'Không bán', 'ib mình', '.', 'mình còn cnxh ạ', 'Phương Uyên còn k ạ', 'Bảo Vy còn nha b']",53837,"Thứ Sáu, 23 Tháng 2, 2024 lúc 12:31",8
['Bạn nào biet coo dạy marketing trường đại học kinh tế không . Cho mình xin sdt với ạ'],[],[],54614,"Thứ Sáu, 23 Tháng 2, 2024 lúc 12:31"
['Mình cần pass sách ạ'],[],[],54835,"Thứ Năm, 22 Tháng 2, 2024 lúc 23:59"
['Em cần mua giáo trình + slide những file này ạ'],"['Thích, 5']","['Mình có ktvm ạ', 'Mk có full luật', 'Hà Đào còn k ạ', 'Ruồi Giấm mk còn nha', 'Hà Đào ib mình với ạ', 'Hà Đào Bạn pass hết nhiêu ạ?', 'mình có full bộ luật nha b', 'Hoàng Thị Quỳnh Như c còn k ạ', 'Ruồi Giấm ib c e', 'Hoàng Thị Quỳnh Như Chị pass hết nhiêu ạ?', 'Chi Linh ib t pass 45k full bộ ạ', 'Nguyễn Bảo Ngọc còn ko ạ?', 'Chi Linh còn nha', 'mình có ktvm và lịch sử đảng', 'Trần Nguyễn Kiều Oanh lsđ bao nhiêu dị chị', 'Ruồi Giấm ib', 'Mình có lkd, ktvm', 'Đặng Thị Quang Thương lsd chị pass bao nhiu á', 'Mình có lsđ', 'Yến Phan c ib em với ạ', 'Võ Thị Phúc', 'Mình có gtrinh lích sử đảng, marketing tiếng anh, slide nhập môn kinh doanh tiếng anh', 'Khánh Trần lsđ bao nhiêu thế ạ', 'Ruồi Giấm 15k ạ', 'Khánh Trần ib em với ạ', 'Mik có nmkd luật và ktvm', 'Mình có ktvm của cô uyên phương', 'Mình có sách + file slide cô Uyên Phương', 'Full bộ luật kinh doanh + nghị quyết + bài giảng 60k', 'Ngọc Huỳnh còn ko ạ?', '.', 'Mình vó lsd và luật', 'mình có lsd', 'mình có giáo trình và slide ktvm ạ', 'cảm ơn chị đã cmt, em khum mua nhoé', 'Mình có ktvm slide+giáo trình của cô Uyên Phương', 'Mình còn full bộ Lkd với lịch sử đảng nh a', 'Mình có lịch sử đảng']",55622,"Thứ Năm, 22 Tháng 2, 2024 lúc 20:24",38
['e cần tìm nguyên lý marketing của philip kotler ạ'],[],[],56429,"Thứ Năm, 22 Tháng 2, 2024 lúc 19:23"
['Dạ cho e hỏi là trường mình có xét CĐR tin học bằng MOS k ạ'],[],[],56841,"Thứ Năm, 22 Tháng 2, 2024 lúc 19:17"
['Mình cần mua sách bài tập kế toán quản trị ạ'],"['Thích, 1']","['Ib', '3', 'Nguyễn Quang Gia Hiếu m bán cho t rồi lấy chi mi học đó quỷ', 'mình có ạ', 'Mei Mei in ạ']",57758,"Thứ Năm, 22 Tháng 2, 2024 lúc 16:58",5
['Em cần tìm luật kinh doanh và cnxh ạ'],[],[],58399,"Thứ Năm, 22 Tháng 2, 2024 lúc 16:58"
['Tìm giáo trình kỹ nguyên mới của quản trị bằng TA'],"['Thích, 3']","['Mình có nha', 'Thảo My bn còn ko vậy ạ', 'm có', 'Mình có nha', 'Khánh Trần bn còn ko vậy ah?']",58848,"Thứ Năm, 22 Tháng 2, 2024 lúc 12:55",5
['Mình cần pass ạ\nMkt căn bản \ngiáo trình + slide tiếng Anh: 50k\ngiáo trình tiếng Việt: 40k\nCNXH (giáo trình + slide + đề ôn cki): 30k\nGiao tiếp kinh doanh (tập ôn cki): 15k\nThống kê kinh doanh và kinh tế \n(slide cô vân + bảng tra + bt + 3 cuốn vở giải bt): 70k\n(giáo trình thầy cang + tập đề ôn + giải cki): 50k\nQuản trị học Tiếng Anh (slide + đề ôn cki): 25k'],"['Thích, 4']","['.', 'up', 'có pass vở ghi TA kh ạ. ib mình cần mua mkt TA ạ', 'Check ib vs', 'Dạ còn giao tiếp kinh doanh không ạ', 'còn mkr k chị', 'Còn cnxh ko ạ']",59657,"Thứ Năm, 22 Tháng 2, 2024 lúc 09:45",7
['E cần tìm slide cnxh ạ'],"['Thích, 2']","['Ib ạ', 'c có giáo trình + slide + đề ôn cki cnxh nhen', 'Bảo Hân c còn ko ạ', 'Ib']",60150,"Thứ Năm, 22 Tháng 2, 2024 lúc 09:04",4
['Mn ơi cho em hỏi xí là học vovinam mình có mua áo quần võ không ạ. Buổi đầu em vắng thì có thể liên hệ mua ở đâu ạ'],"['Thích, 4']",[],60763,"Thứ Năm, 22 Tháng 2, 2024 lúc 08:02"
"['Phòng đối diện kinh tế đi bộ 5 phút. Chỉ cho nữ thuê giá 1tr7, giờ giấc tự do, máy giặt free, hệ thống chữa cháy tự động 2023, bai xe rong,  phơi áo quần rộng, an ninh. địa chỉ k1/27 phan hành sơn. 0905 234 678']","['Tất cả, 3', 'Thích, 2', 'Yêu thích, 1']",[],61015,"Thứ Tư, 21 Tháng 2, 2024 lúc 22:37",0
"['Mình pass sách nha', '+2']","['Tất cả, 4', 'Thích, 3', 'Yêu thích, 1']","['Hang Phan', 'Check ib ạ', 'check ib với ạ', 'Khánh Quyên Lê@', 'Mik vs', 'Check ib ạ', '.', 'Còn ktvm kh ạ', 'Bùi T. Tố Uyên còn nha em em lấy không c pass cho nè']",62514,"Thứ Tư, 21 Tháng 2, 2024 lúc 22:35",9
"['Góc pass tài liệu:\nMình có một số tài liệu của các môn:\nQuản trị học (giáo trình)\nKinh tế vĩ mô ( giáo trình, đê trắc nghiệm)\nPlđc (giáo trình)\nKinh tế vi mô (giáo trình, bải tập, đề ôn tâp)']","['Thích, 4']","['Kt vi mo có tiếng anh k ạ', 'Yang Ttalgi ko ạ']",63566,"Thứ Tư, 21 Tháng 2, 2024 lúc 21:40",2
['Pass tất cả tài liệu dưới đâyyy'],[],[],64058,"Thứ Tư, 21 Tháng 2, 2024 lúc 21:35"
['ở gần trường mình chỗ nào photo giá rẻ vậy mọi người ơi'],[],[],65603,"Thứ Tư, 21 Tháng 2, 2024 lúc 21:33"
['a/c nào có vở ghi kinh tế chính trị Hoa với ạ'],[],[],66123,"Thứ Tư, 21 Tháng 2, 2024 lúc 20:41"
['góc pass gt ạ'],[],[],66483,"Thứ Tư, 21 Tháng 2, 2024 lúc 19:55"
"['Góc pass tài liệu\nEm có một ít tài liệu ôn tập, giáo trình, slide các môn sau: \n1. Kinh tế vĩ mô\n2. Pháp luật đại cương\n3. Quản trị học \n4. Kinh tế vi mô\nA,c,bạn nào cần ib em ạ']","['Thích, 1']","['cheak ib ạ', 'còn quản trị học k ạ']",67685,"Thứ Tư, 21 Tháng 2, 2024 lúc 19:25",2
"['Góc pass sách, tài liệu\nMình dọn phòng nên pass một số sách và tài liệu sau cho bạn nào cần nha:\nNhập môn kế toán: Đề ôn.\nQuản trị học: Đề ôn, slide, noteA4.\nHệ thống thông tin quản lý: Đề, Slide, Bản tóm tắt các chương.\nVi mô: Slide, Sách bài tập, Đề.\nVi mô: Giáo trình + vở + đề.\nVĩ mô: Giáo trình + vở + đề.\nNhập môn kế toán: Sách + vở + đề.\nPháp luật đại cương: Giáo trình.\nToán ứng dụng: Sách + vở.']","['Thích, 3']","['Rep ib ạ', 'Có vĩ mô TA k ạ', 'Sữa Tươi Trân Châu có TV thui bạn nha', 'còn quản trị học k ạ', 'Còn đề ôn nhập môn kế toán k ạ', 'Nguyễn Thị Kiều Thơ mình còn sách giáo trình + vở + lý thuyết chép tay bạn nhé', 'Dưa Lưới mình lấy vở + lý thuyết dk']",68146,"Thứ Tư, 21 Tháng 2, 2024 lúc 15:23",7
"['pass giáo trình. ib', '+5']",[],[],69277,"Thứ Tư, 21 Tháng 2, 2024 lúc 15:08"
['Có ac nào pass tài liệu+giáo trình những môn dưới đây ko ạ. Em đang cần ạ.'],"['Thích, 4']","['mình có gt vi mô', 'Mình có luật ạ', 'Mình có full bộ luật, giáo trình giao tiếp trong kd', 'Cẩm Hà rep ib ạ', 'Mình có slide+gt cnxh', 'Huỳnh Huyền còn k ạ', 'Nguyễn Thị Kim Ngân mình còn nha', 'Huỳnh Huyền còn k ạ,e xin giá', 'Bảo Vy mình hết r nha', 'Mình có vi mô nha', 'Hoai Anh check ib ạ', 'Mình có giao tiếp vs quản trị học nha', 'Quynh Anh check ib ạ', 'Mình có vi mô\nSlide + giáo trình\nTặng thêm phần ghi từng chương', 'Hạ Trinh check ib ạ', 'Mình có vi mô sl giáo trình tài liệu ôn thi nha', 'Nguyễn Thị Khuyên check ib ạ', 'ib mình có 1 4 6', 'Duyên Đặng rep ib ạ', 'mình có marketing, quản trị học', 'An Nhiên check ib ạ', 'mình có cnxh, ktvm, qth, marketing căn bản.', 'Trần Tuyết Nhi check ib ạ', 'mình có vi mô ạ (việt + anh luôn)', 'Mình có luật + cnxh nha', 'Lưu Thị Thanh Nga còn cnxh k ạ', 'Nguyễn Thị Kim Ngân mình còn nha', 'Mình có vi mô mới cứng 20k', 'Kèm file slide', 'Sữa Tươi Trân Châu check ib ạ', 'Full bộ luật kinh doanh + nghị quyết + bài giảng 60k', 'mình còn tl lsd 15k nha']",70081,"Thứ Tư, 21 Tháng 2, 2024 lúc 13:39",32
"['| GÓC TÌM BẠN TRỌ |\n Cần tìm thêm 1 nữ ở ghép (đã có 2 nữ)\n Địa chỉ: 54 Tôn Thất Thiệp (cơm tấm cô Liên - cổng sau ĐHKT)\n      Giá phòng: 2tr5/3ng\n      Tiền nước: 90k/3ng\n      Tiền giặt đồ: 120k/3ng\n      Tiền điện: 3k/chữ \nLịch sự, gọn gàng, sạch sẽ. Có thể chuyển vào đầu tháng 3.']","['Tất cả, 6', 'Thích, 4', 'Yêu thích, 1', 'Buồn, 1']","['Nam được hông b ưi', 'Nguyễn Trần Khánh Hạ đẹp thì được', 'em với c', 'Võ Như Hường quậy dữ ròii =)))', 'Van Anh', 'Mình xin hình phòng vs b']",71309,"Thứ Tư, 21 Tháng 2, 2024 lúc 12:37",6
['Mình cần pass\nToán ứng dụng trong kinh tế\nPháp luật đại cương\nVi mô slide+ giáo trình luôn nhé \nAi cần ib mình '],[],[],71860,"Thứ Tư, 21 Tháng 2, 2024 lúc 11:56"
['Cần mua chiếc xe máy cũ ai dư xe thanh lý lại ko'],[],[],72142,"Thứ Tư, 21 Tháng 2, 2024 lúc 11:37"
['Cần tìm giáo trình kinh doanh quốc tế'],[],[],72381,"Thứ Tư, 21 Tháng 2, 2024 lúc 11:06"
['Ai mất thì lh lại mình để lấy nha'],"['Thích, 1']",[],72901,"Thứ Tư, 21 Tháng 2, 2024 lúc 09:45"
['Mình cần tìm quyển sách này ạ'],[],[],73811,"Thứ Tư, 21 Tháng 2, 2024 lúc 09:31"
['Mình cần tìm sách keynote 3A còn mã ạ'],[],[],74725,"Thứ Tư, 21 Tháng 2, 2024 lúc 08:57"
['Em cần mua giáo trình Triết ạ.'],"['Tất cả, 6', 'Thích, 5', 'Yêu thích, 1']","['Mình có nha bạn', 'Ngọc Châu Châu bạn còn k ạ', 'Thanh Xuân ib mình', 'Thanh Xuân còn nha bạn', '10k ib', 'Đinh Hồng Phượng còn ko ạ', 'Ib ạ', 'Mình có triết', 'Minh Thi còn ko ạ', 'Ngoc Ngoc còn bạn', 'Mình có nha', 'Vy Mai còn ko ạ', 'Ngoc Ngoc còn nha']",75244,"Thứ Tư, 21 Tháng 2, 2024 lúc 08:44",13
['PASS SÁCH\nPháp luật đại cương: 20k (tặng kèm hiến pháp)\nKinh tế vi mô thầy Lê Thế Giới: 20k\nQuản trị học: 23k\nKỉ nguyên mới trong quản trị: 35k \nToán ứng dụng trong kinh tế: 10k \nKinh tế vi mô (sách Tiếng Anh): 50k'],"['Thích, 1']","['Còn toán với vi mô thầy LTG thui nhaaa', 'còn vi mô k ạ', 'Pé Ngọc còn giáo trình thầy lê thế giới ạ']",76053,"Thứ Tư, 21 Tháng 2, 2024 lúc 08:06",3
"['Mình đang có nhu cầu pass sách, ai cần ib mình nha\n1. Giáo trình + slide + bài tập có đáp án thống kê kinh doanh và kinh tế (28K)\n2. Slide kinh doanh quốc tế (tiếng anh 5K/tiếng việt 5K), giáo trình kinh doanh quốc tế 30K\n3. Giáo trình marketing cơ bản (tiếng anh 30K/tiếng việt 30K)\n4. Giáo trình giao tiếp trong kinh doanh (30K)\n5. Slide quản trị cung ứng dịch vụ tiếng anh (5K)\n6. Giáo trình kinh tế chính trị (15K tặng slide chương 1, 4)\n7. Slide hành vi tổ chức tiếng anh (10K tặng kèm giáo trình tiếng việt chương 7, \n8. Giáo trình kinh tế vi mô (15K)\n9. Slide + câu hỏi đúng sai chủ nghĩa xã hội (15K)']",[],[],76548,"Thứ Tư, 21 Tháng 2, 2024 lúc 07:24"
['Cần tìm giáo trình vi mô tiếng anh ạ'],[],[],77051,"Thứ Ba, 20 Tháng 2, 2024 lúc 23:54"
['Pass ạ'],[],[],77261,"Thứ Ba, 20 Tháng 2, 2024 lúc 22:48"
"['MÌNH CẦN TUYỂN 01 NHÂN VIÊN BÁN MỸ PHẨM\nĐịa điểm làm việc: 292 Hoàng Diệu, Hải Châu,  Đà Nẵng.\n- Lương trao đổi trực tiếp\n- Ca làm việc: ca chiều 15h-21h có thể xoay ca\n* Yêu cầu:\n- Có kinh nghiệm bán hàng, hiểu biết về mỹ phẩm\n- Có tinh thần, trách nhiệm làm việc cao\n Call & zalo: 0905.614.806 (Tiến)']",[],[],77766,"Thứ Ba, 20 Tháng 2, 2024 lúc 22:32"
"['Mn có ai pass KT vi mô tiếng Anh ko ạ, em cần mua']",[],[],78048,"Thứ Ba, 20 Tháng 2, 2024 lúc 20:36"
"['Góc pass sách, tài liệu\nMình dọn phòng nên pass một số sách và tài liệu sau cho bạn nào cần nha:\nNhập môn kinh doanh: Đề ôn, slide, noteA4, Giáo trình.\nNhập môn kế toán: Đề ôn.\nQuản trị học: Đề ôn, slide, noteA4.\nGiao tiếp trong kinh doanh: Giáo trình, Note, Đề.\nHệ thống thông tin quản lý: Đề, Slide, Bản tóm tắt các chương.\nVi mô: Slide, Sách bài tập, Đề.\nVi mô: Giáo trình + vở + đề.\nVĩ mô: Giáo trình + vở + đề.\nNhập môn kế toán: Sách + vở + đề.\nPháp luật đại cương: Giáo trình.\nToán ứng dụng: Sách + vở.']",[],[],78787,"Thứ Ba, 20 Tháng 2, 2024 lúc 16:13"
['Có ac nào pass giáo trình mấy môn này kh ạ. E cần gấp'],"['Tất cả, 2', 'Thích, 1', 'Yêu thích, 1']","['A nè', 'Chien Thang để e con đường làm ăn a ơi', 'C có lsđ', 'Mình có luật kd, lsđ', 'Nguyễn Châu rep ib ạ', 'Mình có 1,2,3,4,7', 'Mình có mar, vi mô', 'mik có lsd vs luật', 'Mk có qtk nha', 'Mình có gttkd + bộ lkd và bài giảng, kèm file ôn cuối kì đầy đủ', 'Mình có bộ luật kèm vở ghi nhé', 'Mình có vi mô', 'Mình có lsđ', 'Mình có vi mô', 'bạn mình có pass vài cuốn, bạn xem thử nhóe', 'Võ Thị Phúc còn triết ko b', 'Võ Thị Phúc cho đi, bán gì nữa. Làm phước đi cho rồi', '2', 'Võ Thị Phúc em lấy triết còn hong chị ơi cho em xin nmkd nữa với ạ', 'Võ Thị Phúc còn mar k ạ', 'Trần Mỹ Ngọc còn bạn nhaa', 'Ib ạ', 'Chị có luật kd full các bộ luật và giáo trình lsđ', 'Triệu Lệ Giang rep ib ạ', 'Mình có gttkd', 'Thúy Hằng dạ ib giúp e với ạ, e ib c không được', 'mình còn cuốn Mankiw của vi mô + kỷ nguyên mới quản trị ạ.', 'Mình có luật kd', 'Trần D. Linh còn luật kd k ạ', 'Nguyễn Thị Kim Ngân còn nha', 'Trần D. Linh v hả, cho mình đi bạn', 'Mình có lsd nha', 'C có vĩ mô,full bộ luật', 'Mình có slide qth pass 5k nha', 'Mik có luật kd', 'NaNa Nguyễn rep ib ạ', 'Mình có quản trị học', 'Quốc Khánh pass cho mình vớiii', 'Có a đây', 'Mình còn kt vi mô', 'Mình có giáo trình quản trị học ạ', 'Thuý Thanh rep ib với ạ', 'Full bộ luật kinh doanh + nghị quyết + bài giảng 60k', 'Giáo trình vi mô mình có']",79348,"Thứ Ba, 20 Tháng 2, 2024 lúc 14:29",44
